,starters,subGroup
15236,You are n't unworthy,relationships_0
15237,  To be worthy,relationships_0
15238,Often though before anyone,relationships_0
15239,We humans are social,relationships_0
15240,We learn how to,relationships_0
15241,The caregiving you received,relationships_0
15242,Insecurity in relationships often,relationships_0
15243,There are many ways,relationships_0
15244,Next I 'd suggest,relationships_0
15245,How did you come,relationships_0
15246,One way of evaluating,relationships_0
15247,If being by yourself,relationships_0
15248,"This way , when",relationships_0
15249,"Hi ,   First",relationships_1
15250,If the medications are,relationships_1
15251,  As for your,relationships_1
15252,Is it OK ?,relationships_1
15253,Are you OK with,relationships_1
15254,Have you thought through,relationships_1
15255,Opening up a relationship,relationships_1
15256,"Even then , the",relationships_1
15257,  I encourage you,relationships_1
15258,Be clear with the,relationships_1
15259,An excellent resource would,relationships_1
15260,  I wish you,relationships_1
15261,"Lily Zehner , MFT",relationships_1
15262,"Hello , and thank",relationships_1
15263,I completely agree with,relationships_1
15264,Many couples are in,relationships_1
15265,The key thing about,relationships_1
15266,"Now , as Dr.",relationships_1
15267,  The truth is,relationships_1
15268,Here is a good,relationships_1
15269,If you type in,relationships_1
15270,I wish you well,relationships_1
15271,The person who can,relationships_4
15272,   They are the,relationships_4
15273,   What they tell,relationships_4
15274,   It is up,relationships_4
15275,From what you write,relationships_2
15276,What keeps you feeling,relationships_2
15277,Sometimes relationships just do,relationships_2
15278,   Do n't feel,relationships_2
15279,    The one that,relationships_2
15280,   It is good,relationships_2
15281,   It takes times,relationships_2
15282,   I would suggest,relationships_2
15283,   If he wants,relationships_2
15284,   If he doesn't,relationships_2
15285,Hello and thank you,relationships_2
15286,I worked for a,relationships_2
15287,Being involved in a,relationships_2
15288,I was a little,relationships_2
15289,I am going to,relationships_2
15290,Some of the things,relationships_2
15291,Even without physical abuse,relationships_2
15292,When partners question and,relationships_2
15293,   The accusations serve,relationships_2
15294,"For example , if",relationships_2
15295,The person being accused,relationships_2
15296,And that brings me,relationships_2
15297,  Here are just,relationships_2
15298,They realize there is,relationships_2
15299,Trying to be logical,relationships_2
15300,Many people simply stop,relationships_2
15301,"In addition , the",relationships_2
15302,And this can leave,relationships_2
15303,   2 .  ,relationships_2
15304,Finding a support group,relationships_2
15305,One of the things,relationships_2
15306,Surrounding yourself with people,relationships_2
15307,  They reinvest in,relationships_2
15308,Try to find some,relationships_2
15309,This could n't possibly,relationships_2
15310,Whether that is taking,relationships_2
15311,One thing that can,relationships_2
15312,Taking some time for,relationships_2
15313,I do n't know,relationships_2
15314,"If not , there",relationships_2
15315,It 's important to,relationships_2
15316,As for the question,relationships_2
15317,But you could ask,relationships_2
15318,What are some of,relationships_2
15319,Do   I  ,relationships_2
15320,Ask yourself if you,relationships_2
15321,Do I feel like,relationships_2
15322,If I want to,relationships_2
15323,Hope some of these,relationships_2
15324,Good luck to you,relationships_2
15325,"Robin Landwehr , DBH",relationships_2
15326,You 'll only find,relationships_4
15327,Regardless of whether the,relationships_4
15328,It 's never to,relationships_4
15329,   You never know,relationships_4
15330,   You do n't,relationships_4
15331,   That can be,relationships_4
15332,   Now prepare for,relationships_4
15333,   If they are,relationships_4
15334,   If they are,relationships_4
15335,It sounds like you,relationships_3
15336,If you really want,relationships_3
15337,If you do n't,relationships_3
15338,I get the sense,relationships_3
15339,In the early stage,relationships_3
15340,It 's not personal,relationships_3
15341,You do n't owe,relationships_3
15342,They deserve someone who,relationships_3
15343,You do n't have,relationships_3
15344,It actually creates more,relationships_3
15345,Maybe people do n't,relationships_3
15346,I wish you the,relationships_3
15347,  Life is too,relationships_3
15348,I have learned that,relationships_3
15349,   If you make,relationships_3
15350,Why do n't you,relationships_3
15351,Unless you have a,relationships_3
15352,Good luck in having,relationships_3
15353,Give him the time,relationships_2
15354,   Obviously something is,relationships_2
15355,   Respect that most,relationships_2
15356,If and when he,relationships_2
15357,   When and if,relationships_2
15358,   Do n't take,relationships_2
15359,   If you do,relationships_2
15360,Your boyfriend may like,relationships_2
15361,People have different styles,relationships_2
15362,One point you can,relationships_2
15363,He 's entitled to,relationships_2
15364,Cooperating with the other,relationships_2
15365,Since the anti -,relationships_2
15366,This seems like two,relationships_2
15367,  The first is,relationships_2
15368,  The second is,relationships_2
15369,  Both give you,relationships_2
15370,  Having expectations can,relationships_2
15371,  I write about,relationships_2
15372,  Is there any,relationships_2
15373,  Are there wonderful,relationships_2
15374,  Can you create,relationships_2
15375,  Are there new,relationships_2
15376,  What are the,relationships_2
15377,"  Again , let",relationships_2
15378,"That 's what """,relationships_2
15379,I am sure this,relationships_2
15380,  ~Mark   (,relationships_2
15381,"Well , as far",relationships_4
15382,   Leaving is not,relationships_4
15383,   However this is,relationships_4
15384,   Having a baby,relationships_4
15385,   This is something,relationships_4
15386,"   Hopefully , someone",relationships_4
15387,"As for you ,",relationships_4
15388,   A lot can,relationships_4
15389,   You have a,relationships_4
15390,   Can you tell,relationships_4
15391,   Nope ! !,relationships_4
15392,   As I always,relationships_4
15393,   Develop healthy friendships,relationships_4
15394,   Your support system,relationships_4
15395,   Stay focus on,relationships_4
15396,Sounds like you are,relationships_3
15397,   I would suggest,relationships_3
15398,   Then getting a,relationships_3
15399,   Seeing both would,relationships_3
15400,     After getting these,relationships_3
15401,   Whether treatment includes,relationships_3
15402,   Please consider doing,relationships_3
15403,Or ... better yet,relationships_1
15404,Is it you still,relationships_1
15405,   I am sure,relationships_1
15406,   Make sure the,relationships_1
15407,   Sounds like something,relationships_1
15408,"Hey , it might",relationships_2
15409,Your mom wants to,relationships_2
15410,Maybe she is worried,relationships_2
15411,Were you hurt in,relationships_2
15412,Can you understand where,relationships_2
15413,Sometimes when we 're,relationships_2
15414,Can you help your,relationships_2
15415,She might need help,relationships_2
15416,  Thank your mom,relationships_2
15417,I am less concerned,relationships_4
15418,  You are in,relationships_4
15419,  If you have,relationships_4
15420,  While this man,relationships_4
15421,  It sounds like,relationships_4
15422,  I would suggest,relationships_4
15423,This is not your,relationships_4
15424,But you are in,relationships_4
15425,  Take care .,relationships_4
15426,That sounds really heartbreaking,relationships_0
15427,It is tough falling,relationships_0
15428,It sounds to me,relationships_0
15429,While I admire your,relationships_0
15430,Since there is no,relationships_0
15431,Make sure that you,relationships_0
15432,Love does n't hurt,relationships_0
15433,Your description of the,relationships_0
15434,"In some relationships ,",relationships_0
15435,This sounds more descriptive,relationships_0
15436,  Your descriptions are,relationships_0
15437,Try distinguishing your wishes,relationships_0
15438,Being aware of how,relationships_0
15439,Your ongoing emotional wear,relationships_0
15440,The relationship is very,relationships_0
15441,  It sounds like,relationships_0
15442,"Hi Miami , I",relationships_4
15443,We live in a,relationships_4
15444,I believe that our,relationships_4
15445,  Your friend came,relationships_4
15446,He is wise to,relationships_4
15447,Therapy can help .,relationships_4
15448,So you fell in,relationships_4
15449,He 's taking the,relationships_4
15450,I love that you,relationships_4
15451,This decision is his,relationships_4
15452,"  For yourself ,",relationships_4
15453,Many marriages do n't,relationships_4
15454,You flirted with danger,relationships_4
15455,You fell in love,relationships_4
15456,I 'm sure his,relationships_4
15457,It 's one man,relationships_4
15458,You can focus on,relationships_4
15459,We flirted with danger,relationships_4
15460,I know he does,relationships_4
15461,I can feel really,relationships_4
15462,I feel proud of,relationships_4
15463,I feel proud if,relationships_4
15464,Acknowledge and allow yourself,relationships_4
15465,It 's real .,relationships_4
15466,If you have told,relationships_4
15467,I wish you well,relationships_4
15468,"Hi Athens , When",relationships_2
15469,Do you maybe hope,relationships_2
15470,It does n't work,relationships_2
15471,Do you yearn for,relationships_2
15472,Babies do n't give,relationships_2
15473,I urge you to,relationships_2
15474,A relationship that is,relationships_2
15475,You 're only starting,relationships_2
15476,I wish you well,relationships_2
15477,Given that both you,relationships_0
15478,Suddenly being without a,relationships_0
15479,  Stay focused on,relationships_0
15480,From what you describe,relationships_0
15481,If and when you,relationships_0
15482,Who knows?It is possible,relationships_0
15483,Good luck with Step,relationships_0
15484,"Hold on , Sanger",relationships_3
15485,"You know , I",relationships_3
15486,I do n't think,relationships_3
15487,If your ex is,relationships_3
15488,Your partner feels powerless,relationships_3
15489,Of course he does,relationships_3
15490,Accept the powerlessness .,relationships_3
15491,Lean into it .,relationships_3
15492,"It 's okay ,",relationships_3
15493,He has the power,relationships_3
15494,That 's HUGE .,relationships_3
15495,That 's why he,relationships_3
15496,I bet the main,relationships_3
15497,That 's his ex,relationships_3
15498,Ending a marriage in,relationships_3
15499,He has not intentionally,relationships_3
15500,Hopefully he 's aware,relationships_3
15501,He has the power,relationships_3
15502,He 's not doing,relationships_3
15503,He 's still reacting,relationships_3
15504,He has n't completely,relationships_3
15505,A good therapist can,relationships_3
15506,He needs your support,relationships_3
15507,I wish you the,relationships_3
15508,"New York , what",relationships_0
15509,Is that the only,relationships_0
15510,Your self respect does,relationships_0
15511,She simply does n't,relationships_0
15512,Move on and heal,relationships_0
15513,"First off , I",relationships_0
15514,I think that the,relationships_0
15515,You can also help,relationships_0
15516,Know that you wo,relationships_0
15517,Regarding your question about,relationships_0
15518,If you care for,relationships_0
15519,Be careful that you,relationships_0
15520,Good luck to you,relationships_0
15521,It sounds like there,relationships_2
15522,Do you know what,relationships_2
15523,"A friendship only ,",relationships_2
15524,I would encourage you,relationships_2
15525,Ask him to be,relationships_2
15526,Be mentally prepared  ,relationships_2
15527,By clearing the air,relationships_2
15528,"Without that clarification ,",relationships_2
15529,Love is not enough,relationships_0
15530,The people need to,relationships_0
15531,Let 's start with,relationships_0
15532,The frequent break ups,relationships_0
15533,  Try understanding more,relationships_0
15534,You state a few,relationships_0
15535,Trust your intuition telling,relationships_0
15536,Sometimes men are n't,relationships_0
15537,"Also , hoping a",relationships_0
15538,Control has nothing to,relationships_0
15539,"Hi Kansas , I",relationships_0
15540,"You deserve respect ,",relationships_0
15541,It 's appropriate now,relationships_0
15542,  Do you think,relationships_0
15543,"This a common ,",relationships_0
15544,  I wonder if,relationships_0
15545,The   bottom  ,relationships_0
15546,I hope you gather,relationships_0
15547,Sorry to hear about,relationships_0
15548,You're on the right,relationships_0
15549,Since he was the,relationships_0
15550,This is always a,relationships_0
15551,Understand within yourself whether,relationships_0
15552,"If yes , then",relationships_0
15553,"For example , some",relationships_0
15554,Recuperating after a cheating,relationships_0
15555,If he tells you,relationships_0
15556,"As results unfold ,",relationships_0
15557,About the girl at,relationships_0
15558,She has her greatest,relationships_0
15559,As you go along,relationships_0
15560,It is completely understandable,relationships_3
15561,It 's also understandable,relationships_3
15562,I 'm sure that,relationships_3
15563,There is no magic,relationships_3
15564,In working with a,relationships_3
15565,Though there is no,relationships_3
15566,"Either way , you",relationships_3
15567,Every living creature needs,relationships_4
15568,The dog is in,relationships_4
15569,  This may explain,relationships_4
15570,  Have you spoken,relationships_4
15571,  A   lot,relationships_4
15572,If it is affordable,relationships_4
15573,  The person would,relationships_4
15574,It is extremely frustrating,relationships_2
15575,"Often times , arguments",relationships_2
15576,  Try having a,relationships_2
15577,Communicate how you feel,relationships_2
15578,"Addionally , give him",relationships_2
15579,"Lastly , consider seeing",relationships_2
15580,Best of luck .,relationships_2
15581,"Hi Moore , Underneath",relationships_2
15582,The hurt is there,relationships_2
15583,Your boyfriend ( unless,relationships_2
15584,This is happening because,relationships_2
15585,he has right now,relationships_2
15586,You can expect more,relationships_2
15587,  You could try,relationships_2
15588,I hope you talk,relationships_2
15589,"Oh Chino , I",relationships_0
15590,There 's a chicken,relationships_0
15591,One thing I see,relationships_0
15592,Can you accept that,relationships_0
15593,Is there any real,relationships_0
15594,Remember that texting his,relationships_0
15595,Has he earned your,relationships_0
15596,"If so , then",relationships_0
15597,He 's not your,relationships_0
15598,Reassure your heart that,relationships_0
15599,At the same time,relationships_0
15600,"For example , hiding",relationships_0
15601,"  See , this",relationships_0
15602,   So let him,relationships_0
15603,Transparency helps build trust,relationships_0
15604,"You have sensitivities ,",relationships_0
15605,  Let him know,relationships_0
15606,You may already be,relationships_0
15607,Each of you are,relationships_0
15608,Is the 50 %,relationships_0
15609,"This way , each",relationships_0
15610,Depending on what you,relationships_0
15611,These discussions stir a,relationships_0
15612,  You both will,relationships_0
15613,Consider utilizing a professional,relationships_0
15614,Good luck with understanding,relationships_0
15615,If you 're in,relationships_2
15616,Although you say you,relationships_2
15617,Is there a physical,relationships_2
15618,It could be that,relationships_2
15619,That 's a pretty,relationships_2
15620,It may be that,relationships_2
15621,If you feel the,relationships_2
15622,You ca n't have,relationships_2
15623,If you truly feel,relationships_2
15624,The grass is n't,relationships_2
15625,A therapist can help,relationships_2
15626,Losing someone you love,relationships_0
15627,We all long to,relationships_0
15628,While it is easy,relationships_0
15629,When we are going,relationships_0
15630,While no one is,relationships_0
15631,If you are not,relationships_0
15632,"Hi , San Diego",relationships_0
15633,I 'm sad that,relationships_0
15634,You deserve better .,relationships_0
15635,My understanding of today,relationships_0
15636,I do n't get,relationships_0
15637,It 's rude .,relationships_0
15638,You 're better off,relationships_0
15639,There are still people,relationships_0
15640,If I 'm reading,relationships_0
15641,In my humble opinion,relationships_0
15642,It takes years to,relationships_0
15643,I know it 's,relationships_0
15644,If I was your,relationships_0
15645,Or is it that,relationships_0
15646,  Was your heart,relationships_0
15647,What has kept you,relationships_0
15648,Is there a danger,relationships_0
15649,This is a crucial,relationships_0
15650,I 'm truly sorry,relationships_0
15651,  When we are,relationships_0
15652,"Often , when we",relationships_0
15653,In situations like this,relationships_0
15654,  Your fears about,relationships_0
15655,  If you feel,relationships_0
15656,  You can also,relationships_0
15657,"In the end ,",relationships_0
15658,  You may suggest,relationships_0
15659,But in terms of,relationships_0
15660,Trust is essential in,relationships_0
15661,If both of you,relationships_0
15662,I would encourage you,relationships_0
15663,When fear takes over,relationships_0
15664,In addition to getting,relationships_0
15665,The specific laws about,relationships_2
15666,"  Generally , the",relationships_2
15667,"  More importantly ,",relationships_2
15668,  Most states have,relationships_2
15669,You might want to,relationships_2
15670,  You could also,relationships_2
15671,While you ca n't,relationships_2
15672,"Hi , Ontario .",relationships_2
15673,I live in the,relationships_2
15674,I 'll try to,relationships_2
15675,You have a long,relationships_2
15676,  It sounds like,relationships_2
15677,I get it .,relationships_2
15678,It 's   got,relationships_2
15679,I would also ask,relationships_2
15680,What tells you he,relationships_2
15681,Does he lie ?,relationships_2
15682,How do you know,relationships_2
15683,"Also , are you",relationships_2
15684,It helps me if,relationships_2
15685,Whenever I meet someone,relationships_2
15686,Some of your words,relationships_2
15687,It 's always tricky,relationships_2
15688,I 'd encourage you,relationships_2
15689,As a general rule,relationships_2
15690,"So , it 's",relationships_2
15691,Try to focus on,relationships_2
15692,A relationship counsellor can,relationships_2
15693,"That said , I",relationships_2
15694,Unless there is a,relationships_2
15695,A good therapist can,relationships_2
15696,  There 's a,relationships_2
15697,I wish you the,relationships_2
15698,Trust your intuition that,relationships_3
15699,You gave examples which,relationships_3
15700,"Quite commonly , a",relationships_3
15701,Your intuition is again,relationships_3
15702,One way to check,relationships_3
15703,If no one else,relationships_3
15704,"Also , a consult",relationships_3
15705,A therapist session would,relationships_3
15706,How much of your,relationships_2
15707,The good news is,relationships_2
15708,There may not be,relationships_2
15709,Talking the matters you,relationships_2
15710,A couples ' therapist,relationships_2
15711,Your partners obviously very,relationships_4
15712,Sometimes people shy away,relationships_4
15713,They know that it,relationships_4
15714,Your partner loves you,relationships_4
15715,It could also mean,relationships_4
15716,  Give your partner,relationships_4
15717,"Yes , I agree",relationships_4
15718,What are you gaining,relationships_4
15719,"Very often , people",relationships_4
15720,"It may , initially",relationships_4
15721,This is from change,relationships_4
15722,"Eventually , stability and",relationships_4
15723,Congrats on having your,relationships_0
15724,The first step of,relationships_0
15725,Ask your partner if,relationships_0
15726,"  Then , allow",relationships_0
15727,This is a fairly,relationships_0
15728,It is normal for,relationships_0
15729,If the conversations do,relationships_0
15730,Interview some therapists to,relationships_0
15731,What a wonderful question!Good,relationships_1
15732,If I was sitting,relationships_1
15733,Start with whatever answers,relationships_1
15734,"If , for example",relationships_1
15735,"If , you feel",relationships_1
15736,If you 'd like,relationships_1
15737,This is far different,relationships_1
15738,What Makes Love Last,relationships_0
15739,how to build trust,relationships_0
15740,You may also want,relationships_0
15741,It sounds like there,relationships_0
15742,I 'm sorry for,relationships_0
15743,Trust your instinct that,relationships_0
15744,"In any relationship ,",relationships_0
15745,   Often people accept,relationships_0
15746,A couples ' therapist,relationships_0
15747,  The unique advantage,relationships_0
15748,This is sometimes enormously,relationships_0
15749,Sometimes the initial consult,relationships_0
15750,Good luck in finding,relationships_0
15751,"Hello , I know",relationships_0
15752,and it has you,relationships_0
15753,You live and you,relationships_0
15754,But marriage is a,relationships_0
15755,Practice in your pre,relationships_0
15756,It 's possible she,relationships_0
15757,Learn from your mistakes,relationships_0
15758,My first question for,relationships_0
15759,You mentioned you found,relationships_0
15760,and I know this,relationships_0
15761,It can also be,relationships_0
15762,But you can look,relationships_0
15763,  You have a,relationships_0
15764,It may be incredibly,relationships_0
15765,Having a third party,relationships_0
15766,Even just a few,relationships_0
15767,If this does n't,relationships_0
15768,Say you 'd like,relationships_0
15769,Set aside at least,relationships_0
15770,Let her know that,relationships_0
15771,It 's not a,relationships_0
15772,Speaking honestly and listening,relationships_0
15773,You can do it,relationships_0
15774,It can be really,relationships_2
15775,The most important thing,relationships_2
15776,  There is nothing,relationships_2
15777,"In the end ,",relationships_2
15778,"Remember , every relationship",relationships_2
15779,And that is how,relationships_2
15780,With any type of,relationships_4
15781,  Begin with a,relationships_4
15782,  Just say when,relationships_4
15783,I felt kind of,relationships_4
15784,ALL YOU SHOULD SAY,relationships_4
15785,  Wait for him,relationships_4
15786,No matter what his,relationships_4
15787,  You can even,relationships_4
15788,I just know it,relationships_4
15789,you give him little,relationships_4
15790,Good luck & I,relationships_4
15791,As a relationship therapist,relationships_3
15792,  How did you,relationships_3
15793,How did they express,relationships_3
15794,These early messages become,relationships_3
15795,In his book  ,relationships_3
15796,We learn to take,relationships_3
15797,Our self worth and,relationships_3
15798,  This could be,relationships_3
15799,Maybe you 'd even,relationships_3
15800,Noticing this   pattern,relationships_3
15801,And now that you,relationships_3
15802,I 'm sorry you,relationships_3
15803,I 'm sure there,relationships_3
15804,Sometimes when we get,relationships_3
15805,"However , take a",relationships_3
15806,I think you will,relationships_3
15807,I also think it,relationships_3
15808,Maybe you can attend,relationships_3
15809,"Most importantly , you",relationships_3
15810,"From this , relationships",relationships_3
15811,  You may also,relationships_3
15812,This is an unhealthy,relationships_3
15813,  Thanks for reaching,relationships_3
15814,What would make you,relationships_3
15815,Would you have the,relationships_2
15816,If you are concerned,relationships_2
15817,It sounds like you,relationships_2
15818,Help him understand why,relationships_2
15819,Is the issue that,relationships_2
15820,Is there another reason,relationships_2
15821,The issue at hand,relationships_1
15822,In order to repair,relationships_1
15823,And both of you,relationships_1
15824,It would be really,relationships_1
15825,Gottman 's The Science,relationships_1
15826,Cheating is often a,relationships_2
15827,His fear may be,relationships_2
15828,While it 's possible,relationships_2
15829,I ca n't tell,relationships_2
15830,but I will tell,relationships_2
15831,Some people simply talk,relationships_1
15832,Have you checked in,relationships_1
15833,"Something like "" Hey",relationships_1
15834,Do you notice that,relationships_1
15835,Chances are it 's,relationships_1
15836,Early married life is,relationships_1
15837,Sounds like you already,relationships_1
15838,You 're looking for,relationships_1
15839,When you meet these,relationships_1
15840,And you 're filled,relationships_1
15841,   And when they,relationships_1
15842,What 's your need,relationships_1
15843,What if you found,relationships_1
15844,Grief has a huge,relationships_0
15845,The one common reaction,relationships_0
15846,Her relationship with her,relationships_0
15847,It sounds like she,relationships_0
15848,Trust what she is,relationships_0
15849,If she finds it,relationships_0
15850,Finding the right person,relationships_2
15851,Why did you and,relationships_2
15852,In relationships with others,relationships_2
15853,Sometimes you may enjoy,relationships_2
15854,I 'm not sure,relationships_2
15855,But I 'm not,relationships_2
15856,If one of these,relationships_2
15857,And who would you,relationships_2
15858,It 's complicated and,relationships_2
15859,Tune into your heart,relationships_2
15860,"Hello , I do",relationships_0
15861,"However , perhaps I",relationships_0
15862,"First , I must",relationships_0
15863,If your girlfriend lives,relationships_0
15864,If you have insurance,relationships_0
15865,"Aside from insurance ,",relationships_0
15866,Do you belong to,relationships_0
15867,Many of the pastors,relationships_0
15868,These services are ordinarily,relationships_0
15869,Another option might be,relationships_0
15870,There may be a,relationships_0
15871,If you find there,relationships_0
15872,Here is one such,relationships_0
15873,Well let 's start,relationships_4
15874,That 's huge .,relationships_4
15875,  I find that,relationships_4
15876,Which is likely a,relationships_4
15877,What exactly does n't,relationships_4
15878,  It could really,relationships_4
15879,"Hey , dogs are",relationships_0
15880,They adore pleasing humans,relationships_0
15881,  Your girlfriend on,relationships_0
15882,You are good with,relationships_0
15883,The first step in,relationships_0
15884,Observation is a skill,relationships_0
15885,The skills you have,relationships_0
15886,And keep in mind,relationships_0
15887,I 'm willing to,relationships_0
15888,"Ooph , that 's",relationships_0
15889,But here 's the,relationships_0
15890,He needs to feel,relationships_0
15891,It 's the work,relationships_0
15892,I get that this,relationships_0
15893,"I wonder , outside",relationships_0
15894,That 's the stuff,relationships_0
15895,Being able to accept,relationships_4
15896,And it 's very,relationships_4
15897,  Chances are if,relationships_4
15898,The best fix you,relationships_4
15899,  Play with it,relationships_4
15900,"In any relationship ,",relationships_2
15901,I recommend that you,relationships_2
15902,If you find yourself,relationships_2
15903,Studies show that talking,relationships_2
15904,I want to applaud,relationships_1
15905,   You are already,relationships_1
15906,   A lot of,relationships_1
15907,   Until you realize,relationships_1
15908,Don’t misunderstand me !,relationships_1
15909,   The abuse is,relationships_1
15910,You are seeing a,relationships_1
15911,"  First , go",relationships_1
15912,   Read it .,relationships_1
15913,   This book describes,relationships_1
15914,   You will have,relationships_1
15915,Be single for a,relationships_1
15916,   Stay single until,relationships_1
15917,   Often we get,relationships_1
15918,   If you feel,relationships_1
15919,   The first step,relationships_1
15920,   Identify those needs,relationships_1
15921,I was doing a,relationships_1
15922,   This was a,relationships_1
15923,"   However , she",relationships_1
15924,   Obviously she still,relationships_1
15925,   The difference this,relationships_1
15926,   When she looked,relationships_1
15927,I want you .,relationships_1
15928,   But not if,relationships_1
15929,So you leave the,relationships_1
15930,   She stuck to,relationships_1
15931,   He did n’t,relationships_1
15932,   She had drawn,relationships_1
15933,She was fully prepared,relationships_1
15934,   They actually did,relationships_1
15935,You ca n’t let,relationships_1
15936,"   Sure , a",relationships_1
15937,   Couples therapy can,relationships_1
15938,   You may not,relationships_1
15939,   A therapist can,relationships_1
15940,But you need to,relationships_1
15941,   That means following,relationships_1
15942,   Someone ca n’t,relationships_1
15943,   If they feel,relationships_1
15944,  These patterns are,relationships_1
15945,   When someone has,relationships_1
15946,   Even when you,relationships_1
15947,   Something that took,relationships_1
15948,   Be patient with,relationships_1
15949,   You ca n’t,relationships_1
15950,   Work on you,relationships_1
15951,   The more you,relationships_1
15952,"Wow , this sounds",relationships_0
15953,  First and foremost,relationships_0
15954,It ’s very common,relationships_0
15955,"Well , not entirely",relationships_0
15956,"Although , staying with",relationships_0
15957,If you are not,relationships_0
15958,When a child grows,relationships_0
15959,As a responsible adult,relationships_0
15960,"Just remember , what",relationships_0
15961,"  Secondly , do",relationships_0
15962,Everyone deserves to be,relationships_0
15963,"However , being in",relationships_0
15964,"Honestly , that sounds",relationships_0
15965,Humans have needs and,relationships_0
15966,If you decide to,relationships_0
15967,"  Finally , I",relationships_0
15968,This seems as if,relationships_0
15969,You should ask yourself,relationships_0
15970,"If you were ,",relationships_0
15971,I hope this was,relationships_0
15972,and I hope I,relationships_0
15973,Take care of yourself,relationships_0
15974,I do n't think,relationships_0
15975,Your boyfriend seems to,relationships_0
15976,"Obviously , he has",relationships_0
15977,I agree you need,relationships_0
15978,The fact that you,relationships_0
15979,You may truly love,relationships_0
15980,And although you may,relationships_0
15981,What would you tell,relationships_0
15982,Would you want your,relationships_0
15983,That 's what you,relationships_0
15984,"Like I said ,",relationships_0
15985,You can ask your,relationships_0
15986,Even if he does,relationships_0
15987,I understand it 's,relationships_0
15988,I am sorry to,relationships_0
15989,I see a few,relationships_0
15990,I wonder why you,relationships_0
15991,Some people think that,relationships_0
15992,You say you never,relationships_0
15993,People in a relationship,relationships_0
15994,"In fact , giving",relationships_0
15995,It takes two whole,relationships_0
15996,Expecting your partner to,relationships_0
15997,There are two books,relationships_0
15998,One is Codependent No,relationships_0
15999,The other is Can,relationships_0
16000,You can not change,relationships_0
16001,Sometimes the best thing,relationships_0
16002,If it is meant,relationships_0
16003,It seems like this,relationships_0
16004,I suggest backing off,relationships_0
16005,Maybe she needs time,relationships_0
16006,If it is meant,relationships_0
16007,"If not , use",relationships_0
16044,I would ask you,lgbtq_3
16045,Is there something about,lgbtq_3
16046,From what current science,lgbtq_3
16047,There are people on,lgbtq_3
16048,The most important thing,lgbtq_3
16049,The second most important,lgbtq_3
16050,Sexual orientation is not,lgbtq_3
16051,Some people look at,lgbtq_3
16052,Anywhere in between those,lgbtq_3
16053,If you do n't,lgbtq_3
16054,A lot of people,lgbtq_3
16055,In addition to that,lgbtq_3
16056,It 's okay not,lgbtq_3
16057,Think about what sorts,lgbtq_3
16058,Some examples may include,lgbtq_3
16059,Whatever it is that,lgbtq_3
16060,If you are struggling,lgbtq_3
16076,"Hi , as an",lgbtq_3
16077,It 's possible to,lgbtq_3
16078,   Some people use,lgbtq_3
16079,It 's up to,lgbtq_3
16080,If you 're feeling,lgbtq_3
16081,Gender is actually looked,lgbtq_3
16082,Transgender is just one,lgbtq_3
16083,I 'm not saying,lgbtq_3
16084,As for what to,lgbtq_3
16085,This is probably something,lgbtq_3
16086,I do n't know,lgbtq_3
16087,There are many different,lgbtq_3
16088,"Generally , I would",lgbtq_3
16089,Also consider that once,lgbtq_3
16090,Then there is also,lgbtq_3
16091,I hope that you,lgbtq_3
16092,Please remember that there,lgbtq_3
16093,I agree with Sherry,lgbtq_3
16094,  The most important,lgbtq_3
16095,  Read about gender,lgbtq_3
16096,  Discovering the answer,lgbtq_3
16097,  If you feel,lgbtq_3
16098,  ¿ Qué significa,lgbtq_3
16099,  Me veo como,lgbtq_3
16100,  A veces siento,lgbtq_3
16101,  No sé qué,lgbtq_3
16102,  Me siento confuso,lgbtq_3
16103,  Estoy de acuerdo,lgbtq_3
16104,  La parte más,lgbtq_3
16105,  Lee sobre el,lgbtq_3
16106,  Descubrir tu género,lgbtq_3
16107,  Si sientes que,lgbtq_3
16108,It is ok to,lgbtq_3
16109,  Measure the significance,lgbtq_3
16110,"In addition , you",lgbtq_3
16111,Do you understand the,lgbtq_3
16112,The whole field of,lgbtq_3
16113,Popular usually means people,lgbtq_3
16114,Keep open minded to,lgbtq_3
16115,It is a very,lgbtq_3
16167,Let yourself enjoy crossdressing!What,lgbtq_3
16168,Concentrate on your own,lgbtq_3
16169,Maybe if you branch,lgbtq_3
16170,With any interest or,lgbtq_3
16171,It sounds like you,lgbtq_3
16172,Cross dressing is something,lgbtq_3
16173,  My question to,lgbtq_3
16174,There is unfortunately still,lgbtq_3
16175,( And sometimes certain,lgbtq_3
16176,We grow up being,lgbtq_3
16177,Even if those assumptions,lgbtq_3
16178,There is nothing wrong,lgbtq_3
16179,But there is absolutely,lgbtq_3
16180,You can continue to,lgbtq_3
16181,I 'll leave you,lgbtq_3
16182,They ’re my clothes,lgbtq_3
16183,"I 
 bought them",lgbtq_3
16184,"Take care , and",lgbtq_3
16185,If you enjoy cross,lgbtq_3
16186,If you would like,lgbtq_3
16187,You may find  ,lgbtq_3
16188,You may discover that,lgbtq_3
16189,I appreciate your honesty,lgbtq_3
16198,I agree with Amy,lgbtq_3
16199,We get a lot,lgbtq_3
16200,"The truth is ,",lgbtq_3
16201,I may be wrong,lgbtq_3
16202,That this is something,lgbtq_3
16203,This   would certainly,lgbtq_3
16204,Your sexuality is YOURS,lgbtq_3
